sexo;idade;formacao;curso;anoFormacao;tempoProfissional;tempoFuncao;funcao;metodologia;existenciaProjeto;mesesNoProjeto;@12.Emrelaçãoassuascaracterísticasporfavorresponda;S1;S2;S3;C2;C3;C4;C1;EM4;EM1;EM3;EM2;T3;T1;T4;T2;I2;I1;I4;I3;Desvio
Masculino;27;Superior incompleto;Ciência da computação;2020;3;3;Desenvolvedor;Híbrida;100;12; ;3;7;5;4;3;2;5;5;4;4;3;3;2;3;4;7;7;7;7;1,775400457
Masculino;34;Superior completo;Ciência da computação;2015;10;5;Desenvolvedor;Ágil;1;1; ;5;7;4;3;4;2;5;7;4;3;3;7;7;7;7;7;7;6;4;1,781976037
Masculino;34;Superior completo;Análise e Desenvolvimento de sistemas;0;9;4;Analista;Híbrida;122;122; ;4;5;3;7;5;7;3;3;2;5;6;5;3;4;7;7;6;2;7;1,781976037
Feminino;33;Especialização;Sistemas de Informação;2017;2;1;Testador;Ágil;3;3; ;6;7;4;2;7;1;5;7;6;7;7;7;7;7;7;7;7;7;7;1,809655713
Masculino;32;Mestrado;Ciência da computação;2009;9;7;Desenvolvedor;Ágil;3;3; ;7;3;7;7;2;5;7;6;6;5;7;4;2;3;2;4;3;5;6;1,873171623
Masculino;30;Superior incompleto;Sistemas de Informação;2020;12;10;Desenvolvedor;Tradicional;6;2; ;4;7;1;5;3;4;3;7;4;4;3;7;5;3;4;7;7;7;7;1,893355572
Feminino;33;Superior incompleto;Ciência da computação;2021;3;1;Desenvolvedor;Ágil;132;7; ;1;3;4;2;5;3;2;1;3;2;2;6;4;1;7;5;2;7;3;1,916380604
Masculino;21;Superior incompleto;Engenharia da Computação;2021;1;1;Desenvolvedor;Híbrida;10;10; ;4;2;5;7;6;5;7;4;4;6;5;2;2;1;2;7;5;6;7;1,980902978
Masculino;22;Superior completo;Ciência da computação;2018;3;3;Desenvolvedor;Ágil;60;3; ;7;6;2;7;7;6;5;3;2;5;4;7;6;3;7;7;6;3;1;2,040525102
Masculino;23;Especialização;Sistemas de Informação;2019;2;2;Desenvolvedor;Tradicional;48;24; ;4;4;6;1;1;1;4;1;4;5;3;6;6;7;7;2;5;5;5;2,040525102
Masculino;21;Superior incompleto;Engenharia de Software;2020;5;2;Analista;Híbrida;18;2; ;2;5;2;7;3;1;6;3;5;6;2;6;7;6;6;7;7;7;6;2,067571958
Masculino;24;Superior completo;Análise e desenvolvimento de sistemas;2018;2;1;Desenvolvedor;Ágil;16;11; ;5;7;1;4;4;3;4;5;4;7;3;3;3;1;1;7;7;6;7;2,109571615
Masculino;35;Superior incompleto;Analise e desenvolvimento de sistemas;2022;14;6;Testador;Híbrida;7;7; ;7;7;4;7;1;1;4;7;7;7;7;5;1;4;5;7;7;7;7;2,265944157
Masculino;22;Superior incompleto;Ciência da computação;2022;1;1;Analista;Ágil;12;18; ;7;7;2;6;7;1;6;1;3;2;3;5;1;6;3;7;6;2;4;2,291606857
